,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
250397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
TNS115BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS102BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS114BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
HRB2015/16-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
CHZ016BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
NEZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TNS109BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TEZ006BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
250762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
250793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
THM201BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
HRB2015/16-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
LTZ033BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
LTZ034BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
FSZ005BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
CHZ020BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
LTZ032BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
ALCT_AP Burn1&2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
NSZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
ALCT_AP Burn 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
LTZ011BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
FSZ052BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
CHZ019BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
NSZ002BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
LTZ036BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
NMZ001BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
FSZ003BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TWZ004BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,Planned Burn,,
TEZ005BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
600631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
253862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
254153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
254341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TEO118BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
600634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
254972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
254996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
254995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
255038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
255153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
ALCT_Rews_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
600638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
HHZ015BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
ALCT_Double_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
TME119BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
255393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
255403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
HHZ040BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
255438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
255447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
255471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
255465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
255481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
TWZ108BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,Planned Burn,,
255484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
255480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
255515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
255536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
255519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
255538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TME110BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
255701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TCS403BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
ALCT_Lascar_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
255842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
262921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
255913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
THS305BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
256003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
600643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
256094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
256167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TCS404BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
256230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
TTB201BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
256270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
600682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
256299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
256327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
256421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
256469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
256470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TCS405BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
256497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
256551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
256545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
256689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
HHZ018BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
256822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,
256784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,
256819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,
600686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
256905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
TCA101BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
256935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
BTZ002BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planned Burn,,,
262927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
600689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
262867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
262865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
262911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,
600648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
600651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,
600666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
600667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,
257990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
600657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
600661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
600671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
600678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
600680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,
258556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
262964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
262854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
263798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
262866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
258914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
258955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
262946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
258987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
259007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
263797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
259082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
262859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,
259167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
259163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
262863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
262873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
259285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
259299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,
262872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
262914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
259397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
259406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,
259381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,
262885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,
